Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
01/07/2022;North;Carolina;Fixe;Siemens Gigaset a400;0,11;30;3,3;4
01/05/2024;Kentucky;Direction;Fixe;Alcatel Versatis;0,1;15;1,5;5
01/07/2021;Grand;Est;Mobile;Apple iPhone;0,1;20;2;8
01/04/2022;Saskatchewan;R&D;VoIP;Thomson st3030;0,11;55;6,05;5
01/06/2021;Arizona;Marketing;VoIP;Cisco SPA 303;0,09;55;4,95;9
01/09/2024;Territoires;du;VoIP;Thomson st2030;0,12;30;3,6;9
01/09/2022;Wisconsin;Finance;Mobile;LG G4;0,09;10;0,9;8
01/03/2021;Kentucky;Finance;Fixe;Alcatel Versatis;0,1;20;2;10
01/07/2024;Colorado;RH;Mobile;Apple iPhone;0,1;25;2,5;2
01/01/2024;Florida;R&D;VoIP;Thomson st2030;0,1;15;1,5;2
01/05/2022;Nouveau-Brunswick;Juridique;Mobile;Apple iPhone;0,09;35;3,15;5
01/11/2021;Hauts-De-France;Production;Fixe;Siemens Gigaset a400;0,1;50;5;2
01/08/2023;Île-du-Prince-Édouard;Achats;Fixe;Logicom Nova 350;0,1;5;0,5;10
01/09/2022;Nouvelle-Aquitaine;Marketing;Fixe;Logicom Nova 350;0,1;70;7;2
01/05/2023;Ohio;Achats;Fixe;Alcatel Versatis;0,1;15;1,5;4
01/05/2021;Mississippi;Ventes;Mobile;LG G4;0,09;50;4,5;8
01/06/2022;Québec;Achats;Fixe;Logicom Nova 350;0,12;15;1,8;7
01/03/2024;Massachusetts;Ventes;Mobile;Apple iPhone;0,12;70;8,4;6
01/07/2022;Mississippi;Juridique;VoIP;Thomson st3030;0,12;60;7,2;8
01/07/2021;Auvergne-Rhône-Alpes;R&D;VoIP;Thomson st3030;0,11;50;5,5;8
01/05/2021;Hawaii;SI;VoIP;Thomson st2030;0,1;35;3,5;3
01/10/2021;Centre-Val;de;Fixe;Logicom Nova 350;0,09;45;4,05;8
01/12/2022;Yukon;RH;Fixe;Logicom Nova 350;0,11;10;1,1;6
01/12/2024;New;Mexico;Mobile;LG G4;0,1;70;7;3
01/06/2023;Auvergne-Rhône-Alpes;Production;VoIP;Thomson st3030;0,09;25;2,25;9
01/11/2022;Occitanie;SI;VoIP;Cisco SPA 303;0,09;15;1,35;8
01/07/2024;Ontario;Production;VoIP;Thomson st2030;0,09;5;0,45;6
01/03/2024;Alabama;RH;Fixe;Alcatel Versatis;0,09;15;1,35;2
01/07/2022;Nunavut;RH;Fixe;Logicom Nova 350;0,11;30;3,3;8
01/07/2021;Île-de-France;RH;VoIP;Cisco SPA 303;0,1;5;0,5;7
01/10/2023;Alabama;R&D;Mobile;Samsung Galaxy;0,09;70;6,3;10
01/01/2023;Centre-Val;de;VoIP;Cisco SPA 303;0,1;5;0,5;6
01/11/2023;Territoires;du;VoIP;Thomson st3030;0,09;55;4,95;9
01/09/2022;Maryland;Direction;VoIP;Thomson st2030;0,1;25;2,5;3
01/11/2023;Connecticut;Production;Mobile;Samsung Galaxy;0,11;60;6,6;6
01/03/2023;Bourgogne-Franche-Comté;Ventes;Fixe;Logicom Nova 350;0,11;40;4,4;4
01/11/2024;Louisiana;Achats;Fixe;Alcatel Versatis;0,09;5;0,45;2
01/11/2023;Occitanie;SI;Fixe;Logicom Nova 350;0,09;15;1,35;5
01/01/2024;Grand;Est;Mobile;Samsung Galaxy;0,12;40;4,8;3
01/05/2022;Tennessee;SI;Fixe;Alcatel Versatis;0,1;45;4,5;6
01/05/2024;Saskatchewan;SI;Fixe;Alcatel Versatis;0,1;65;6,5;9
01/12/2023;Terre-Neuve-et-Labrador;SI;Fixe;Logicom Nova 350;0,11;5;0,55;2
01/07/2022;Ohio;Marketing;Fixe;Siemens Gigaset a400;0,12;55;6,6;3
01/04/2022;Tennessee;SI;VoIP;Cisco SPA 303;0,11;25;2,75;9
01/02/2022;Delaware;Ventes;Fixe;Siemens Gigaset a400;0,09;60;5,4;8
01/01/2021;Texas;Finance;VoIP;Thomson st3030;0,11;60;6,6;2
01/04/2021;Manitoba;SI;Fixe;Alcatel Versatis;0,1;15;1,5;2
01/03/2022;Centre-Val;de;VoIP;Cisco SPA 303;0,1;30;3;3
01/06/2024;Corse;Finance;VoIP;Thomson st2030;0,1;75;7,5;8
01/11/2023;Île-du-Prince-Édouard;Ventes;Fixe;Alcatel Versatis;0,09;5;0,45;4
01/02/2021;Nouvelle-Aquitaine;R&D;VoIP;Cisco SPA 303;0,1;40;4;8
01/11/2024;Rhode;Island;Mobile;Apple iPhone;0,1;40;4;2
01/04/2024;Indiana;Direction;Mobile;Samsung Galaxy;0,11;20;2,2;5
01/02/2021;North;Carolina;Fixe;Alcatel Versatis;0,1;35;3,5;7
01/07/2021;Hauts-De-France;Production;Fixe;Alcatel Versatis;0,12;10;1,2;3
01/10/2022;Bretagne;SI;VoIP;Thomson st2030;0,1;20;2;4
01/06/2023;New;Jersey;VoIP;Thomson st2030;0,09;60;5,4;5
01/09/2021;Alaska;Achats;VoIP;Cisco SPA 303;0,11;30;3,3;4
01/09/2022;Hauts-De-France;Achats;Mobile;Apple iPhone;0,09;25;2,25;2
01/02/2022;Hawaii;Juridique;Mobile;Samsung Galaxy;0,11;30;3,3;10
01/04/2022;Nouvelle-Aquitaine;R&D;Fixe;Logicom Nova 350;0,11;60;6,6;9
01/08/2022;Bourgogne-Franche-Comté;R&D;Fixe;Logicom Nova 350;0,09;30;2,7;5
01/12/2021;Virginia;Production;Fixe;Logicom Nova 350;0,12;10;1,2;5
01/06/2022;Colombie-Britannique;Juridique;Mobile;LG G4;0,12;20;2,4;5
01/01/2024;Massachusetts;Direction;VoIP;Thomson st3030;0,09;45;4,05;5
01/06/2022;Massachusetts;SI;VoIP;Thomson st3030;0,09;45;4,05;3
01/06/2024;Québec;Finance;Mobile;Samsung Galaxy;0,11;30;3,3;2
01/08/2022;Oregon;Direction;VoIP;Thomson st2030;0,12;25;3;7
01/05/2024;South;Carolina;Fixe;Siemens Gigaset a400;0,09;40;3,6;3
01/07/2023;Saskatchewan;Marketing;Fixe;Logicom Nova 350;0,1;40;4;9
01/01/2023;Wisconsin;RH;Mobile;Samsung Galaxy;0,11;70;7,7;7
01/07/2021;Pennsylvania;Production;Mobile;Samsung Galaxy;0,1;25;2,5;10
01/05/2024;Centre-Val;de;Fixe;Alcatel Versatis;0,09;45;4,05;8
01/12/2022;Centre-Val;de;Mobile;LG G4;0,1;40;4;4
01/02/2024;Ontario;R&D;Fixe;Logicom Nova 350;0,11;75;8,25;10
01/11/2022;Connecticut;RH;VoIP;Thomson st2030;0,12;75;9;2
01/09/2023;Manitoba;Marketing;Fixe;Siemens Gigaset a400;0,12;25;3;10
01/09/2024;Normandie;Juridique;Fixe;Logicom Nova 350;0,12;10;1,2;4
01/12/2024;Grand;Est;Fixe;Alcatel Versatis;0,11;10;1,1;7
01/05/2022;Washington;R&D;VoIP;Thomson st3030;0,12;40;4,8;5
01/04/2023;Ontario;Marketing;Fixe;Alcatel Versatis;0,11;30;3,3;9
01/08/2021;Bourgogne-Franche-Comté;Ventes;Fixe;Siemens Gigaset a400;0,11;15;1,65;5
01/08/2021;Angleterre;Production;VoIP;Thomson st3030;0,12;10;1,2;4
01/09/2023;Nouvelle-Aquitaine;Marketing;Mobile;Apple iPhone;0,09;60;5,4;10
01/05/2022;Maryland;SI;Mobile;Samsung Galaxy;0,09;50;4,5;5
01/10/2023;Alberta;Finance;Fixe;Alcatel Versatis;0,12;60;7,2;7
01/01/2024;Indiana;Juridique;VoIP;Cisco SPA 303;0,11;40;4,4;8
01/04/2023;Rhode;Island;Mobile;Apple iPhone;0,12;25;3;8
01/03/2023;Nouvelle-Écosse;SI;Mobile;Samsung Galaxy;0,09;55;4,95;8
01/06/2021;Washington;Direction;Fixe;Siemens Gigaset a400;0,12;60;7,2;6
01/04/2023;Oklahoma;R&D;Mobile;Apple iPhone;0,09;20;1,8;7
01/12/2024;Connecticut;Ventes;Fixe;Siemens Gigaset a400;0,1;20;2;7
01/11/2023;Occitanie;Juridique;Fixe;Logicom Nova 350;0,09;25;2,25;8
01/08/2021;Bourgogne-Franche-Comté;SI;Fixe;Logicom Nova 350;0,09;55;4,95;9
01/06/2021;Provence-Alpes-Côte;d'Azur;Mobile;LG G4;0,12;40;4,8;4
01/09/2021;Nunavut;Marketing;VoIP;Thomson st3030;0,09;5;0,45;2
01/02/2024;Texas;Production;VoIP;Thomson st2030;0,12;20;2,4;6
01/02/2024;West;Virginia;VoIP;Thomson st3030;0,09;45;4,05;5
01/02/2024;Oregon;RH;Mobile;LG G4;0,11;50;5,5;5
01/07/2023;Provence-Alpes-Côte;d'Azur;Mobile;Samsung Galaxy;0,1;60;6;6
01/12/2021;Corse;Production;VoIP;Thomson st3030;0,09;45;4,05;10
01/07/2021;Île-du-Prince-Édouard;Production;VoIP;Cisco SPA 303;0,09;75;6,75;9
01/02/2022;North;Dakota;VoIP;Cisco SPA 303;0,11;30;3,3;8
01/11/2024;Irlande;du;Mobile;Samsung Galaxy;0,09;5;0,45;9
01/08/2022;North;Carolina;Mobile;Apple iPhone;0,1;30;3;6
01/11/2024;Michigan;RH;Mobile;Samsung Galaxy;0,11;30;3,3;4
01/05/2022;Normandie;Ventes;Fixe;Siemens Gigaset a400;0,09;60;5,4;2
01/12/2024;Texas;Ventes;VoIP;Thomson st2030;0,1;35;3,5;10
01/04/2021;Maryland;Juridique;Mobile;Apple iPhone;0,11;55;6,05;4
01/10/2024;Indiana;Ventes;Fixe;Siemens Gigaset a400;0,09;70;6,3;7
01/02/2024;Territoires;du;VoIP;Cisco SPA 303;0,12;50;6;2
01/06/2024;West;Virginia;Mobile;LG G4;0,09;55;4,95;2
01/10/2024;Illinois;Ventes;Mobile;Apple iPhone;0,12;60;7,2;4
01/10/2022;Occitanie;Achats;VoIP;Thomson st3030;0,11;35;3,85;3
01/01/2021;Massachusetts;Direction;VoIP;Thomson st2030;0,12;50;6;10
01/01/2023;Montana;Production;VoIP;Thomson st3030;0,1;25;2,5;3
01/04/2023;Nunavut;Direction;Fixe;Alcatel Versatis;0,11;50;5,5;5
01/08/2021;South;Carolina;VoIP;Cisco SPA 303;0,1;15;1,5;8
01/05/2023;Île-du-Prince-Édouard;Finance;Mobile;LG G4;0,1;5;0,5;7
01/02/2022;New;Mexico;Fixe;Logicom Nova 350;0,1;75;7,5;5
01/01/2022;North;Carolina;Fixe;Alcatel Versatis;0,1;60;6;2
01/09/2023;Nouveau-Brunswick;R&D;VoIP;Thomson st3030;0,1;50;5;8
01/01/2024;New;Mexico;VoIP;Cisco SPA 303;0,11;5;0,55;3
01/07/2023;New;York;VoIP;Cisco SPA 303;0,11;10;1,1;2
01/08/2022;Minnesota;SI;Fixe;Alcatel Versatis;0,12;15;1,8;2
01/11/2023;Rhode;Island;VoIP;Thomson st2030;0,12;45;5,4;9
01/08/2021;Illinois;R&D;Fixe;Alcatel Versatis;0,12;45;5,4;10
01/07/2022;Centre-Val;de;Fixe;Alcatel Versatis;0,09;15;1,35;3
01/11/2024;Occitanie;R&D;VoIP;Thomson st3030;0,11;50;5,5;4
01/09/2023;Wyoming;SI;VoIP;Thomson st3030;0,1;50;5;7
01/07/2024;Centre-Val;de;Mobile;Samsung Galaxy;0,12;70;8,4;8
01/08/2022;Pays;de;Fixe;Siemens Gigaset a400;0,09;55;4,95;7
01/04/2024;Hawaii;Finance;Fixe;Siemens Gigaset a400;0,09;5;0,45;4
01/11/2021;Washington;Finance;Fixe;Logicom Nova 350;0,09;75;6,75;4
01/03/2024;Île-de-France;Finance;Mobile;Samsung Galaxy;0,09;45;4,05;7
01/12/2024;Normandie;Achats;VoIP;Thomson st2030;0,12;15;1,8;9
01/10/2021;Arizona;Production;Mobile;Apple iPhone;0,09;15;1,35;2
01/05/2021;Grand;Est;VoIP;Thomson st3030;0,1;45;4,5;9
01/09/2024;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st3030;0,12;50;6;7
01/09/2022;Alberta;Marketing;VoIP;Thomson st3030;0,12;55;6,6;10
01/12/2024;Pennsylvania;Juridique;Fixe;Alcatel Versatis;0,09;75;6,75;5
01/01/2021;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st2030;0,11;60;6,6;6
01/08/2024;Nouvelle-Aquitaine;Marketing;VoIP;Thomson st2030;0,1;40;4;2
01/04/2023;Normandie;Production;Mobile;Samsung Galaxy;0,09;65;5,85;6
01/01/2024;Île-de-France;Direction;Mobile;Samsung Galaxy;0,11;35;3,85;10
01/09/2021;Kentucky;R&D;Mobile;Apple iPhone;0,1;70;7;3
01/06/2024;Normandie;SI;VoIP;Cisco SPA 303;0,11;45;4,95;4
01/01/2024;Bourgogne-Franche-Comté;Production;Fixe;Alcatel Versatis;0,09;15;1,35;8
01/11/2022;Michigan;Direction;VoIP;Thomson st2030;0,11;35;3,85;6
01/11/2023;Pays;de;Mobile;Apple iPhone;0,09;15;1,35;3
01/08/2024;Massachusetts;R&D;VoIP;Cisco SPA 303;0,09;55;4,95;7
01/01/2024;Minnesota;R&D;Fixe;Alcatel Versatis;0,1;45;4,5;3
01/04/2021;Kentucky;SI;Mobile;LG G4;0,09;55;4,95;3
01/09/2023;Florida;Juridique;VoIP;Thomson st3030;0,09;45;4,05;2
01/09/2022;Wisconsin;RH;Fixe;Logicom Nova 350;0,09;40;3,6;9
01/02/2022;Île-du-Prince-Édouard;Marketing;Mobile;LG G4;0,09;15;1,35;10
01/12/2021;Bourgogne-Franche-Comté;R&D;Mobile;LG G4;0,09;40;3,6;5
01/08/2023;Nouvelle-Aquitaine;SI;VoIP;Cisco SPA 303;0,11;5;0,55;6
01/06/2024;South;Carolina;Mobile;Apple iPhone;0,09;35;3,15;9
01/09/2021;Indiana;SI;Mobile;LG G4;0,09;50;4,5;4
01/10/2021;Hauts-De-France;Marketing;VoIP;Cisco SPA 303;0,09;45;4,05;5
01/10/2022;Iowa;Marketing;Mobile;Samsung Galaxy;0,1;30;3;2
01/11/2023;Nouvelle-Aquitaine;Marketing;Fixe;Alcatel Versatis;0,12;75;9;9
01/08/2023;Washington;Finance;Fixe;Alcatel Versatis;0,12;10;1,2;6
01/07/2021;Delaware;Finance;VoIP;Cisco SPA 303;0,12;50;6;2
01/06/2022;Pays;de;Mobile;LG G4;0,11;30;3,3;9
01/10/2022;Nevada;Marketing;Mobile;Apple iPhone;0,09;55;4,95;7
01/02/2021;Indiana;Finance;VoIP;Cisco SPA 303;0,12;20;2,4;4
01/03/2024;Washington;Marketing;VoIP;Cisco SPA 303;0,11;70;7,7;4
01/12/2023;West;Virginia;Fixe;Alcatel Versatis;0,09;75;6,75;4
01/07/2022;Auvergne-Rhône-Alpes;Direction;Fixe;Siemens Gigaset a400;0,1;50;5;4
01/01/2023;Kansas;Juridique;Fixe;Alcatel Versatis;0,12;65;7,8;9
01/09/2024;Montana;Achats;Fixe;Logicom Nova 350;0,09;20;1,8;10
01/01/2024;Kansas;Marketing;VoIP;Thomson st3030;0,12;15;1,8;8
01/10/2022;Yukon;SI;VoIP;Thomson st3030;0,09;70;6,3;5
01/08/2021;Wyoming;Achats;Fixe;Logicom Nova 350;0,12;60;7,2;10
01/09/2023;Idaho;RH;VoIP;Cisco SPA 303;0,11;55;6,05;2
01/04/2024;Wyoming;Achats;VoIP;Cisco SPA 303;0,1;45;4,5;10
01/08/2021;Normandie;R&D;VoIP;Cisco SPA 303;0,12;35;4,2;6
01/10/2024;Michigan;Juridique;Fixe;Logicom Nova 350;0,09;60;5,4;4
01/07/2024;Massachusetts;Production;Fixe;Siemens Gigaset a400;0,12;5;0,6;4
01/12/2021;Alaska;Juridique;VoIP;Cisco SPA 303;0,1;50;5;5
01/01/2023;Bourgogne-Franche-Comté;Production;Mobile;Apple iPhone;0,09;45;4,05;5
01/12/2022;Delaware;Finance;Mobile;Apple iPhone;0,12;25;3;5
01/10/2022;North;Carolina;Mobile;LG G4;0,09;5;0,45;4
01/04/2022;Alberta;Ventes;Fixe;Siemens Gigaset a400;0,12;20;2,4;8
01/09/2024;Vermont;Marketing;VoIP;Thomson st2030;0,11;30;3,3;5
01/01/2021;Indiana;Marketing;Fixe;Siemens Gigaset a400;0,1;5;0,5;10
01/08/2024;Île-de-France;Finance;Mobile;Apple iPhone;0,1;30;3;5
01/02/2021;Maryland;Direction;Mobile;Samsung Galaxy;0,1;10;1;3
01/03/2021;Massachusetts;Juridique;Mobile;Samsung Galaxy;0,1;50;5;6
01/05/2023;South;Dakota;VoIP;Cisco SPA 303;0,12;60;7,2;10
01/03/2024;Vermont;Marketing;VoIP;Cisco SPA 303;0,12;60;7,2;6
01/10/2024;Auvergne-Rhône-Alpes;Direction;Fixe;Logicom Nova 350;0,1;50;5;8
01/04/2021;Missouri;Production;Mobile;LG G4;0,12;65;7,8;8
01/10/2024;Occitanie;Juridique;Fixe;Logicom Nova 350;0,09;20;1,8;6
01/01/2022;Georgia;RH;Mobile;LG G4;0,09;45;4,05;6
01/09/2023;Nouvelle-Aquitaine;Marketing;Fixe;Alcatel Versatis;0,1;60;6;6
01/03/2024;Maryland;SI;VoIP;Thomson st3030;0,11;65;7,15;4
01/11/2021;New;York;Mobile;Apple iPhone;0,1;60;6;3
01/04/2024;Tennessee;RH;Mobile;Samsung Galaxy;0,12;55;6,6;5
01/11/2023;Utah;Ventes;Fixe;Siemens Gigaset a400;0,11;35;3,85;9
01/01/2024;Québec;Marketing;Mobile;LG G4;0,12;20;2,4;6
01/07/2024;Michigan;Ventes;Fixe;Alcatel Versatis;0,11;70;7,7;9
01/10/2022;Tennessee;SI;VoIP;Thomson st2030;0,12;60;7,2;2
01/11/2024;Pays;de;VoIP;Cisco SPA 303;0,09;50;4,5;5
01/09/2024;Nouvelle-Aquitaine;Juridique;VoIP;Cisco SPA 303;0,1;20;2;6
01/06/2022;Pennsylvania;Achats;VoIP;Cisco SPA 303;0,09;50;4,5;9
01/05/2024;Bretagne;RH;Mobile;Samsung Galaxy;0,11;5;0,55;8
01/11/2021;Occitanie;SI;Fixe;Logicom Nova 350;0,09;75;6,75;2
01/12/2021;Alaska;Ventes;Mobile;LG G4;0,09;75;6,75;9
01/09/2022;Utah;SI;Mobile;LG G4;0,11;40;4,4;4
01/06/2022;Pennsylvania;SI;VoIP;Thomson st2030;0,1;25;2,5;2
01/08/2021;Illinois;RH;Mobile;Samsung Galaxy;0,11;65;7,15;3
01/09/2023;Bretagne;Direction;Mobile;Samsung Galaxy;0,09;15;1,35;7
01/08/2023;Massachusetts;SI;VoIP;Thomson st3030;0,11;70;7,7;10
01/03/2021;Texas;Finance;Fixe;Siemens Gigaset a400;0,11;10;1,1;6
01/04/2021;Illinois;Juridique;Mobile;Samsung Galaxy;0,09;75;6,75;3
01/04/2021;Nouvelle-Aquitaine;Production;VoIP;Cisco SPA 303;0,09;40;3,6;5
01/03/2021;Nebraska;Finance;Mobile;LG G4;0,09;70;6,3;6
01/07/2022;Bretagne;Direction;Mobile;Samsung Galaxy;0,12;45;5,4;9
01/06/2023;Alberta;Direction;VoIP;Thomson st2030;0,09;45;4,05;5
01/08/2021;Auvergne-Rhône-Alpes;SI;Fixe;Logicom Nova 350;0,1;75;7,5;7
01/05/2023;Florida;Production;Fixe;Siemens Gigaset a400;0,09;35;3,15;4
01/11/2023;Pennsylvania;Marketing;VoIP;Cisco SPA 303;0,1;60;6;7
01/02/2022;New;York;VoIP;Thomson st3030;0,1;65;6,5;8
01/05/2023;Idaho;Finance;VoIP;Thomson st3030;0,09;30;2,7;7
01/02/2022;Île-de-France;R&D;Mobile;Samsung Galaxy;0,12;50;6;6
01/01/2022;Iowa;R&D;Fixe;Logicom Nova 350;0,09;45;4,05;9
01/10/2023;Missouri;Achats;Fixe;Siemens Gigaset a400;0,09;15;1,35;6
01/11/2022;Washington;Direction;VoIP;Thomson st2030;0,12;5;0,6;5
01/06/2021;Maryland;Production;VoIP;Thomson st2030;0,09;15;1,35;8
01/02/2023;Tennessee;Direction;Mobile;Apple iPhone;0,12;30;3,6;10
01/11/2022;Québec;Finance;Mobile;LG G4;0,1;30;3;6
01/08/2024;Wisconsin;Achats;VoIP;Thomson st2030;0,09;10;0,9;7
01/03/2022;New;York;Fixe;Logicom Nova 350;0,12;5;0,6;3
01/11/2024;Occitanie;R&D;Fixe;Logicom Nova 350;0,1;45;4,5;3
01/08/2023;Nouvelle-Aquitaine;R&D;VoIP;Thomson st2030;0,12;40;4,8;4
01/06/2022;Minnesota;R&D;Fixe;Alcatel Versatis;0,1;45;4,5;8
01/11/2023;Nevada;SI;VoIP;Cisco SPA 303;0,11;30;3,3;10
01/02/2021;Île-du-Prince-Édouard;Direction;Fixe;Alcatel Versatis;0,09;35;3,15;9
01/10/2023;Maine;Direction;Fixe;Logicom Nova 350;0,12;15;1,8;9
01/03/2024;Pennsylvania;Achats;VoIP;Thomson st3030;0,1;70;7;9
01/07/2022;Colorado;SI;VoIP;Cisco SPA 303;0,1;35;3,5;8
01/08/2022;Hawaii;Ventes;VoIP;Thomson st3030;0,12;30;3,6;3
01/10/2024;Hawaii;Marketing;Mobile;LG G4;0,12;50;6;7
01/05/2024;North;Carolina;Fixe;Alcatel Versatis;0,12;70;8,4;5
01/06/2022;Colombie-Britannique;Juridique;Fixe;Alcatel Versatis;0,12;25;3;3
01/05/2021;Centre-Val;de;Mobile;Samsung Galaxy;0,11;60;6,6;7
01/12/2022;Utah;SI;Mobile;LG G4;0,1;10;1;10
01/12/2022;Mississippi;Direction;VoIP;Thomson st2030;0,12;55;6,6;8
01/01/2023;Pays;de;Fixe;Alcatel Versatis;0,12;70;8,4;9
01/11/2021;Pays;de;Mobile;Apple iPhone;0,1;20;2;7
01/06/2021;Maine;Direction;Mobile;Samsung Galaxy;0,09;75;6,75;9
01/10/2024;Ohio;SI;Mobile;Apple iPhone;0,1;15;1,5;7
01/08/2021;Nouvelle-Aquitaine;Marketing;VoIP;Thomson st2030;0,11;70;7,7;7
01/05/2021;Virginia;Finance;VoIP;Thomson st3030;0,09;70;6,3;3
01/05/2024;Normandie;Juridique;Fixe;Siemens Gigaset a400;0,12;45;5,4;8
01/03/2023;Yukon;RH;VoIP;Cisco SPA 303;0,09;70;6,3;4
01/04/2021;Hauts-De-France;Production;Mobile;LG G4;0,09;25;2,25;2
01/10/2024;Corse;Ventes;Mobile;LG G4;0,09;35;3,15;7
01/10/2021;Écosse;Juridique;Mobile;LG G4;0,11;45;4,95;9
01/11/2022;Alabama;R&D;Fixe;Logicom Nova 350;0,1;10;1;9
01/07/2021;Bretagne;Direction;VoIP;Thomson st2030;0,12;25;3;2
01/11/2024;Arizona;Ventes;Fixe;Logicom Nova 350;0,1;20;2;4
01/04/2021;Terre-Neuve-et-Labrador;Marketing;Mobile;Samsung Galaxy;0,1;50;5;5
01/01/2023;Manitoba;R&D;VoIP;Thomson st2030;0,12;5;0,6;9
01/09/2022;Texas;RH;Fixe;Alcatel Versatis;0,09;60;5,4;5
01/09/2021;Colombie-Britannique;R&D;VoIP;Thomson st3030;0,12;10;1,2;10
01/01/2023;Nebraska;Juridique;VoIP;Cisco SPA 303;0,11;10;1,1;10
01/08/2024;Wyoming;Juridique;Mobile;LG G4;0,12;30;3,6;6
01/10/2022;Louisiana;Marketing;Mobile;LG G4;0,09;25;2,25;7
01/09/2021;Vermont;Production;Fixe;Siemens Gigaset a400;0,11;20;2,2;8
01/01/2021;Maine;Achats;Fixe;Alcatel Versatis;0,11;50;5,5;4
01/05/2023;Arkansas;SI;VoIP;Cisco SPA 303;0,1;15;1,5;2
01/11/2021;Pennsylvania;Finance;VoIP;Thomson st2030;0,1;40;4;10
01/12/2023;Grand;Est;VoIP;Cisco SPA 303;0,11;5;0,55;6
01/03/2021;Idaho;R&D;Fixe;Siemens Gigaset a400;0,1;65;6,5;8
01/04/2024;South;Carolina;Fixe;Logicom Nova 350;0,11;40;4,4;9
01/02/2022;Centre-Val;de;Fixe;Alcatel Versatis;0,12;10;1,2;8
01/05/2021;Île-du-Prince-Édouard;Direction;VoIP;Thomson st3030;0,11;55;6,05;10
01/07/2023;Massachusetts;Marketing;Mobile;LG G4;0,12;10;1,2;7
01/07/2022;Alberta;Juridique;Mobile;Samsung Galaxy;0,09;55;4,95;9
01/03/2022;Pays;de;Fixe;Logicom Nova 350;0,09;50;4,5;10
01/11/2022;West;Virginia;Mobile;LG G4;0,12;40;4,8;5
01/04/2021;Wyoming;Achats;Mobile;LG G4;0,12;40;4,8;3
01/11/2022;Colorado;R&D;Fixe;Logicom Nova 350;0,1;20;2;6
01/01/2024;Utah;Marketing;Fixe;Alcatel Versatis;0,1;15;1,5;5
01/10/2023;Connecticut;Marketing;VoIP;Thomson st2030;0,09;10;0,9;8
01/10/2023;Utah;Marketing;Mobile;LG G4;0,09;40;3,6;7
01/01/2023;Île-du-Prince-Édouard;Finance;Mobile;Samsung Galaxy;0,1;65;6,5;8
01/09/2021;Nebraska;Achats;Fixe;Siemens Gigaset a400;0,1;50;5;6
01/08/2021;Hauts-De-France;Direction;Fixe;Alcatel Versatis;0,11;40;4,4;8
01/04/2022;Nouvelle-Aquitaine;Production;Fixe;Siemens Gigaset a400;0,09;40;3,6;2
01/07/2023;Vermont;Achats;VoIP;Cisco SPA 303;0,1;5;0,5;10
01/12/2022;Iowa;R&D;Mobile;Apple iPhone;0,09;30;2,7;6
01/07/2021;Île-de-France;Direction;Mobile;Samsung Galaxy;0,12;40;4,8;4
01/09/2022;Centre-Val;de;VoIP;Thomson st3030;0,11;30;3,3;10
01/12/2021;Georgia;Finance;Fixe;Alcatel Versatis;0,1;5;0,5;2
01/02/2024;Mississippi;Finance;Mobile;Samsung Galaxy;0,09;40;3,6;3
01/09/2024;Delaware;Achats;Fixe;Siemens Gigaset a400;0,12;70;8,4;2
01/03/2021;North;Dakota;Fixe;Alcatel Versatis;0,12;10;1,2;2
01/01/2022;Normandie;Ventes;VoIP;Cisco SPA 303;0,11;65;7,15;7
01/11/2022;Nouvelle-Aquitaine;SI;Fixe;Siemens Gigaset a400;0,12;75;9;3
01/03/2023;Irlande;du;Mobile;Apple iPhone;0,1;50;5;5
01/08/2024;Hawaii;Production;Fixe;Logicom Nova 350;0,12;30;3,6;8
01/11/2022;Florida;Achats;VoIP;Cisco SPA 303;0,09;45;4,05;7
01/07/2023;North;Dakota;VoIP;Cisco SPA 303;0,09;20;1,8;3
01/09/2021;Occitanie;Ventes;Fixe;Logicom Nova 350;0,12;15;1,8;6
01/03/2022;Nebraska;Juridique;Fixe;Siemens Gigaset a400;0,09;60;5,4;5
01/07/2021;Alabama;R&D;VoIP;Thomson st2030;0,09;45;4,05;8
01/06/2024;Pays;de;Fixe;Alcatel Versatis;0,12;70;8,4;3
01/12/2024;South;Carolina;VoIP;Cisco SPA 303;0,1;55;5,5;2
01/05/2023;Florida;RH;Fixe;Alcatel Versatis;0,09;55;4,95;7
01/07/2024;Oregon;Finance;Fixe;Logicom Nova 350;0,12;65;7,8;7
01/02/2022;Tennessee;SI;Mobile;Samsung Galaxy;0,09;25;2,25;5
01/01/2024;Saskatchewan;SI;Mobile;Apple iPhone;0,09;65;5,85;4
01/06/2021;Oklahoma;Marketing;Fixe;Logicom Nova 350;0,12;40;4,8;5
01/04/2021;Écosse;Achats;VoIP;Thomson st2030;0,12;50;6;8
01/10/2023;Iowa;Direction;VoIP;Thomson st2030;0,09;20;1,8;8
01/10/2024;Nouvelle-Écosse;Direction;Fixe;Logicom Nova 350;0,11;60;6,6;8
01/09/2023;New;Jersey;Fixe;Siemens Gigaset a400;0,09;70;6,3;8
01/03/2023;Nouveau-Brunswick;Ventes;VoIP;Cisco SPA 303;0,1;20;2;10
